age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,greater_than_50k,greater_than_50k_num
38,Private,HS-grad,Married,Sales,White,Male,55,United-States,>50K,1
19,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
38,Private,Some-college,Divorced,Adm-clerical,White,Female,44,United-States,<=50K,0
19,Private,less-HS,Never-married,Machine-op-inspct,White,Male,60,United-States,<=50K,0
52,Private,HS-grad,Married,Adm-clerical,White,Male,48,United-States,<=50K,0
49,Private,less-HS,Married,Other-service,White,Male,40,United-States,<=50K,0
33,Private,Some-college,Never-married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
27,Private,Bachelors,Never-married,Exec-managerial,White,Male,45,United-States,<=50K,0
46,government,Some-college,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
37,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
73,government,less-HS,Married,Protective-serv,White,Male,10,United-States,<=50K,0
48,government,Masters,Married,Prof-specialty,White,Male,35,United-States,>50K,1
30,Private,less-HS,Never-married,Machine-op-inspct,Black,Female,40,United-States,<=50K,0
53,Private,HS-grad,Separated,Craft-repair,White,Male,35,United-States,<=50K,0
47,self-employ,HS-grad,Married,Farming-fishing,White,Male,35,United-States,<=50K,0
42,government,Assoc,Married,Exec-managerial,White,Female,45,United-States,>50K,1
26,government,Masters,Married,Prof-specialty,White,Male,30,United-States,<=50K,0
37,Private,HS-grad,Married,Craft-repair,White,Male,45,United-States,<=50K,0
29,Private,Bachelors,Never-married,Sales,White,Male,50,United-States,<=50K,0
48,Private,HS-grad,Married,Handlers-cleaners,White,Female,16,United-States,>50K,1
55,government,Bachelors,Married,Prof-specialty,White,Female,60,United-States,<=50K,0
66,Private,less-HS,Widowed,Other-service,Black,Female,10,United-States,<=50K,0
49,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,80,United-States,<=50K,0
36,Private,HS-grad,Separated,Sales,Black,Female,17,United-States,<=50K,0
44,Private,Prof-school,Married,Exec-managerial,White,Male,55,United-States,>50K,1
43,government,Some-college,Married,Protective-serv,White,Male,40,United-States,>50K,1
20,government,Some-college,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
50,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,40,United-States,<=50K,0
49,government,Assoc,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
38,government,Doctorate,Married,Exec-managerial,White,Male,50,United-States,>50K,1
34,Private,Assoc,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
37,self-employ,Assoc,Never-married,Farming-fishing,White,Male,84,United-States,<=50K,0
42,Private,HS-grad,Married,Machine-op-inspct,White,Male,42,United-States,<=50K,0
25,self-employ,HS-grad,Separated,Craft-repair,White,Male,35,United-States,<=50K,0
23,self-employ,less-HS,Married,Sales,White,Male,40,United-States,<=50K,0
53,Private,Bachelors,Married,Exec-managerial,White,Male,60,United-States,>50K,1
40,Private,HS-grad,Separated,Machine-op-inspct,White,Male,40,United-States,<=50K,0
42,Private,less-HS,Never-married,Transport-moving,White,Male,40,United-States,>50K,1
55,Private,HS-grad,Divorced,Craft-repair,White,Male,45,United-States,<=50K,0
52,self-employ,HS-grad,Divorced,Transport-moving,White,Male,65,United-States,<=50K,0
42,Private,Some-college,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
50,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Tech-support,White,Male,30,United-States,<=50K,0
39,self-employ,less-HS,Married,Other-service,White,Female,15,United-States,<=50K,0
32,Private,Some-college,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
35,Private,less-HS,Never-married,Handlers-cleaners,Black,Male,40,United-States,<=50K,0
41,Private,HS-grad,Divorced,Sales,White,Female,40,United-States,<=50K,0
34,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
54,government,HS-grad,Widowed,Other-service,Black,Female,40,United-States,<=50K,0
27,Private,Prof-school,Married,Prof-specialty,White,Female,50,United-States,>50K,1
45,Private,HS-grad,Married,Sales,White,Male,50,United-States,<=50K,0
21,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
46,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
57,self-employ,less-HS,Married,Craft-repair,White,Male,40,United-States,>50K,1
54,Private,Some-college,Divorced,Other-service,White,Female,47,United-States,<=50K,0
46,Private,Some-college,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
67,Private,Some-college,Divorced,Other-service,Black,Female,41,United-States,<=50K,0
20,Private,Some-college,Never-married,Exec-managerial,White,Female,20,United-States,<=50K,0
40,Private,Some-college,Married,Sales,White,Male,50,United-States,>50K,1
26,Private,Bachelors,Married,Adm-clerical,White,Female,40,United-States,>50K,1
48,self-employ,Assoc,Married,Exec-managerial,White,Female,25,United-States,>50K,1
26,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
53,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,<=50K,0
42,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0
27,self-employ,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
25,Private,Some-college,Married,Prof-specialty,White,Male,45,United-States,<=50K,0
41,government,Masters,Married,Prof-specialty,White,Male,60,United-States,>50K,1
18,Private,Some-college,Never-married,Other-service,White,Male,20,United-States,<=50K,0
35,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,<=50K,0
30,Private,HS-grad,Divorced,Adm-clerical,White,Female,20,United-States,<=50K,0
49,self-employ,HS-grad,Married,Exec-managerial,White,Male,45,United-States,<=50K,0
38,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
20,Private,Some-college,Never-married,Adm-clerical,White,Male,48,United-States,<=50K,0
59,Private,Some-college,Married,Tech-support,White,Male,40,United-States,>50K,1
59,Private,HS-grad,Married,Farming-fishing,White,Male,48,United-States,<=50K,0
21,Private,HS-grad,Never-married,Sales,White,Male,40,United-States,<=50K,0
25,Private,Assoc,Never-married,Sales,White,Male,45,United-States,<=50K,0
35,Private,Doctorate,Married,Prof-specialty,White,Male,40,United-States,>50K,1
43,government,HS-grad,Divorced,Protective-serv,White,Female,40,United-States,<=50K,0
23,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
53,Private,Assoc,Married,Craft-repair,Black,Male,40,United-States,>50K,1
18,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,25,United-States,<=50K,0
24,Private,Some-college,Never-married,Handlers-cleaners,White,Male,50,United-States,<=50K,0
19,Private,HS-grad,Never-married,Other-service,White,Female,25,United-States,<=50K,0
23,Private,Some-college,Never-married,Sales,White,Female,35,United-States,<=50K,0
34,government,HS-grad,Married,Protective-serv,White,Male,53,United-States,>50K,1
70,self-employ,Doctorate,Married,Exec-managerial,White,Male,40,United-States,>50K,1
37,Private,Bachelors,Married,Prof-specialty,White,Female,16,United-States,>50K,1
62,Private,HS-grad,Married,Sales,White,Female,16,United-States,<=50K,0
36,Private,Prof-school,Married,Prof-specialty,White,Female,45,United-States,>50K,1
48,government,Some-college,Married,Exec-managerial,White,Female,40,United-States,>50K,1
21,Private,Some-college,Never-married,Adm-clerical,White,Female,25,United-States,<=50K,0
24,Private,HS-grad,Never-married,Transport-moving,White,Male,50,United-States,<=50K,0
48,Private,Bachelors,Never-married,Exec-managerial,White,Male,50,United-States,<=50K,0
46,government,Some-college,Married,Exec-managerial,Black,Male,40,United-States,<=50K,0
26,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
70,Private,HS-grad,Divorced,Other-service,White,Female,23,United-States,<=50K,0
43,Private,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,>50K,1
57,self-employ,Prof-school,Married,Prof-specialty,White,Male,30,United-States,>50K,1
62,government,Bachelors,Divorced,Prof-specialty,White,Male,40,United-States,>50K,1
18,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
41,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
33,Private,HS-grad,Never-married,Sales,White,Male,45,United-States,<=50K,0
36,Private,Masters,Married,Exec-managerial,White,Male,50,United-States,>50K,1
35,government,Masters,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
49,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
41,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
36,self-employ,Some-college,Married,Other-service,White,Female,40,United-States,<=50K,0
33,Private,HS-grad,Divorced,Farming-fishing,White,Male,40,United-States,<=50K,0
39,self-employ,Masters,Married,Prof-specialty,White,Female,40,United-States,>50K,1
49,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
37,Private,Masters,Married,Exec-managerial,White,Male,45,United-States,>50K,1
40,self-employ,Prof-school,Married,Prof-specialty,White,Male,50,United-States,>50K,1
36,government,Bachelors,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
53,government,Doctorate,Married,Prof-specialty,White,Male,50,United-States,>50K,1
21,Private,less-HS,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K,0
41,government,Some-college,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K,0
23,Private,less-HS,Never-married,Handlers-cleaners,Black,Male,36,United-States,<=50K,0
20,Private,Some-college,Never-married,Exec-managerial,White,Female,20,United-States,<=50K,0
28,Private,Bachelors,Never-married,Prof-specialty,White,Male,60,United-States,>50K,1
18,Private,less-HS,Never-married,Other-service,White,Female,3,United-States,<=50K,0
33,Private,Some-college,Married,Craft-repair,White,Male,58,United-States,<=50K,0
18,Private,less-HS,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
54,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
59,self-employ,HS-grad,Married,Sales,White,Male,60,United-States,<=50K,0
45,Private,less-HS,Widowed,Other-service,White,Female,40,United-States,<=50K,0
35,Private,HS-grad,Married,Other-service,Black,Female,20,United-States,<=50K,0
43,self-employ,Bachelors,Married,Prof-specialty,White,Male,60,United-States,<=50K,0
30,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
54,Private,Bachelors,Divorced,Exec-managerial,Black,Female,45,United-States,>50K,1
57,government,less-HS,Married,Other-service,White,Male,40,United-States,<=50K,0
30,Private,HS-grad,Married,Craft-repair,White,Male,70,United-States,<=50K,0
33,Private,Masters,Married,Prof-specialty,White,Male,44,United-States,>50K,1
32,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,20,United-States,<=50K,0
26,Private,Assoc,Married,Machine-op-inspct,White,Male,40,United-States,>50K,1
48,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
41,self-employ,Masters,Married,Craft-repair,White,Male,65,United-States,<=50K,0
37,Private,Bachelors,Married,Sales,White,Male,60,United-States,>50K,1
57,government,Some-college,Divorced,Adm-clerical,White,Male,40,United-States,<=50K,0
44,government,Assoc,Never-married,Craft-repair,White,Male,44,United-States,<=50K,0
60,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
51,self-employ,Assoc,Married,Sales,White,Male,40,United-States,>50K,1
59,Private,Some-college,Divorced,Other-service,White,Male,40,United-States,<=50K,0
42,Private,HS-grad,Married,Exec-managerial,White,Female,40,United-States,>50K,1
20,Private,Some-college,Never-married,Other-service,White,Male,60,United-States,<=50K,0
32,Private,Some-college,Married,Exec-managerial,White,Male,50,United-States,<=50K,0
37,self-employ,HS-grad,Divorced,Exec-managerial,White,Male,55,United-States,<=50K,0
31,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
51,government,Doctorate,Married,Prof-specialty,Black,Female,40,United-States,>50K,1
58,Private,Some-college,Married,Protective-serv,White,Male,40,United-States,>50K,1
33,Private,HS-grad,Divorced,Tech-support,White,Female,40,United-States,<=50K,0
35,self-employ,HS-grad,Married,Farming-fishing,White,Male,80,United-States,>50K,1
35,Private,Bachelors,Married,Sales,White,Male,50,United-States,<=50K,0
39,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
35,Private,HS-grad,Married,Farming-fishing,White,Male,50,United-States,<=50K,0
35,Private,Some-college,Never-married,Transport-moving,White,Male,45,United-States,<=50K,0
51,Private,Bachelors,Married,Craft-repair,White,Male,40,United-States,>50K,1
33,Private,Some-college,Never-married,Adm-clerical,White,Male,49,United-States,<=50K,0
27,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,1,United-States,<=50K,0
52,Private,less-HS,Widowed,Craft-repair,White,Male,40,United-States,<=50K,0
31,Private,Bachelors,Married,Adm-clerical,White,Female,40,United-States,>50K,1
27,Private,HS-grad,Married,Adm-clerical,White,Male,39,United-States,<=50K,0
34,Private,Bachelors,Separated,Sales,White,Male,50,United-States,>50K,1
42,Private,Some-college,Married,Sales,White,Male,50,United-States,>50K,1
40,government,Masters,Married,Prof-specialty,White,Female,40,United-States,>50K,1
41,Private,Some-college,Married,Machine-op-inspct,White,Male,42,United-States,>50K,1
18,Private,Some-college,Never-married,Sales,White,Female,15,United-States,<=50K,0
50,self-employ,Some-college,Married,Exec-managerial,White,Male,99,United-States,>50K,1
33,Private,HS-grad,Separated,Protective-serv,White,Female,40,United-States,<=50K,0
32,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
24,Private,Bachelors,Married,Sales,White,Male,40,United-States,<=50K,0
22,Private,Some-college,Never-married,Adm-clerical,White,Female,20,United-States,<=50K,0
23,government,Some-college,Never-married,Adm-clerical,White,Male,30,United-States,<=50K,0
27,Private,Some-college,Divorced,Adm-clerical,White,Female,20,United-States,<=50K,0
41,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,>50K,1
40,Private,less-HS,Never-married,Other-service,White,Female,20,United-States,<=50K,0
44,Private,Some-college,Married,Craft-repair,White,Male,45,United-States,<=50K,0
24,government,Some-college,Never-married,Protective-serv,White,Female,40,United-States,<=50K,0
44,Private,Masters,Never-married,Prof-specialty,White,Female,35,United-States,<=50K,0
25,Private,Some-college,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
52,government,Assoc,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
38,Private,HS-grad,Divorced,Craft-repair,White,Male,50,United-States,<=50K,0
46,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
22,Private,HS-grad,Never-married,Sales,White,Female,40,United-States,<=50K,0
33,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,<=50K,0
49,self-employ,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
64,Private,Doctorate,Married,Prof-specialty,White,Male,60,United-States,>50K,1
21,Private,Some-college,Never-married,Other-service,White,Male,16,United-States,<=50K,0
39,Private,HS-grad,Married,Farming-fishing,White,Male,24,United-States,<=50K,0
61,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
19,Private,HS-grad,Married,Machine-op-inspct,White,Male,20,United-States,<=50K,0
31,Private,HS-grad,Married,Craft-repair,White,Male,60,United-States,<=50K,0
53,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,>50K,1
17,Private,less-HS,Never-married,Other-service,White,Female,20,United-States,<=50K,0
42,Private,Assoc,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
24,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
69,Private,Bachelors,Married,Exec-managerial,Black,Male,50,United-States,>50K,1
46,government,Bachelors,Married,Prof-specialty,White,Male,38,United-States,>50K,1
71,Private,Bachelors,Divorced,Tech-support,White,Female,16,United-States,<=50K,0
