instnm,city,stabbr,preddeg,region,locale,adm_rate,actcmmid,ugds,costt4_a,costt4_p,tuitionfee_in,tuitionfee_out,debt_mdn,grad_debt_mdn,female
Career and Technology Education Centers of Licking County,Newark,OH,Certificate Degree,Great Lakes,Suburb: Small,NA,NA,251,NA,NA,NA,NA,5500,6021,0.321266968
Northern Career Institute,Eastlake,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,102,17322,NA,12620,12620,9500,9500,0.925233645
Washington County Career Center-Adult Technical Training,Marietta,OH,Certificate Degree,Great Lakes,Rural: Fringe,NA,NA,289,NA,16627,NA,NA,NA,NA,0.554945055
Ohio Media School-Cincinnati,Norwood,OH,Certificate Degree,Great Lakes,Suburb: Large,0.5702,NA,51,NA,27522,NA,NA,9500,9500,0.44973545
Ohio Technical Center at Vantage Career Center,Van Wert,OH,Certificate Degree,Great Lakes,Town: Distant,NA,NA,37,NA,NA,NA,NA,NA,NA,0.585365854
Indian Capital Technology Center-Muskogee,Muskogee,OK,Certificate Degree,Southwest,Rural: Fringe,NA,NA,732,NA,10028,NA,NA,NA,NA,0.494600432
Western Technology Center,Burns Flat,OK,Certificate Degree,Southwest,Rural: Remote,NA,NA,203,NA,11480,NA,NA,NA,NA,0.736842105
Mid-America Technology Center,Wayne,OK,Certificate Degree,Southwest,Rural: Distant,NA,NA,873,NA,8180,NA,NA,NA,NA,0.492063492
Northeast Technology Center-Pryor,Pryor,OK,Certificate Degree,Southwest,Rural: Distant,NA,NA,173,NA,NA,NA,NA,NA,NA,0.562091503
Eastern Oklahoma County Technology Center,Choctaw,OK,Certificate Degree,Southwest,Rural: Fringe,NA,NA,114,NA,11214,NA,NA,NA,NA,NA
Wes Watkins Technology Center,Wetumka,OK,Certificate Degree,Southwest,Rural: Remote,NA,NA,47,NA,5180,NA,NA,NA,NA,0.739726027
York County School of Technology-Adult & Continuing Education,York,PA,Certificate Degree,Mid East,Suburb: Midsize,NA,NA,104,NA,14913,NA,NA,8075,9500,0.604166667
Chester County Intermediate Unit,Downingtown,PA,Certificate Degree,Mid East,Suburb: Large,0.5532,NA,104,NA,18516,NA,NA,13154.5,18075,NA
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,PA,Certificate Degree,Mid East,Town: Remote,0.7895,NA,24,NA,17004,NA,NA,12542.5,NA,NA
Greater Johnstown Career and Technology Center,Johnstown,PA,Certificate Degree,Mid East,Suburb: Small,NA,NA,189,NA,15866,NA,NA,8455,8500,0.559386973
Mifflin County Academy of Science and Technology,Lewistown,PA,Certificate Degree,Mid East,Town: Distant,0.7667,NA,39,NA,20866,NA,NA,12363,12363,NA
Lenape Technical School Practical Nursing Program,Ford City,PA,Certificate Degree,Mid East,Rural: Fringe,NA,NA,168,NA,19524,NA,NA,10857.5,16294.5,0.921658986
Venango County Area Vocational Technical School,Oil City,PA,Certificate Degree,Mid East,Town: Remote,0.625,NA,61,NA,19278,NA,NA,9500,14013.5,0.884210526
Lancaster County Career and Technology Center,Willow Street,PA,Certificate Degree,Mid East,Suburb: Large,NA,NA,422,NA,13845,NA,NA,9500,13123,0.796028881
Lebanon County Area Vocational Technical School,Lebanon,PA,Certificate Degree,Mid East,Suburb: Small,NA,NA,165,NA,20215,NA,NA,14323.5,15485,0.825471698
Indiana County Technology Center,Indiana,PA,Certificate Degree,Mid East,Rural: Fringe,NA,NA,95,NA,17960,NA,NA,7600,9500,0.731543624
Northern Tier Career Center,Towanda,PA,Certificate Degree,Mid East,Rural: Fringe,0.7619,NA,41,NA,18201,NA,NA,10375,14750,NA
Clarion County Career Center Practical Nursing Program,Shippenville,PA,Certificate Degree,Mid East,Rural: Fringe,0.7714,NA,63,NA,13728,NA,NA,10416,NA,NA
Hazleton Area Career Center,Hazle TWP.,PA,Certificate Degree,Mid East,Suburb: Small,NA,NA,19,NA,19481,NA,NA,7500,NA,NA
All-State Career School-Pittsburgh,West Mifflin,PA,Certificate Degree,Mid East,Suburb: Large,NA,NA,189,NA,17559,NA,NA,6333,6333,0.433640553
Colegio Tecnologico y Comercial de Puerto Rico,Aguada,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,61,NA,14322,NA,NA,NA,NA,NA
Quality Technical and Beauty College,Bayamon,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,98,NA,10675,NA,NA,NA,NA,0.826086957
D'Mart Institute,Barranquitas,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,495,NA,14906,NA,NA,NA,NA,0.519585254
Automeca Technical College-Aguadilla,Aguadilla,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,211,11217,NA,7441,7441,2650,2800,0.051845707
Fortis Institute-Cookeville,Cookeville,TN,Certificate Degree,Southeast,Town: Remote,NA,NA,175,24426,NA,14752,14752,8605,9354,0.654545455
North Central Institute,Clarksville,TN,Certificate Degree,Southeast,City: Midsize,NA,NA,93,NA,22380,NA,NA,9500,NA,NA
Pipo Academy of Hair Design,El Paso,TX,Certificate Degree,Southwest,City: Large,NA,NA,22,NA,9331,NA,NA,NA,NA,0.523809524
Tint School of Makeup and Cosmetology-Dallas,Grand Prairie,TX,Certificate Degree,Southwest,Suburb: Large,NA,NA,123,NA,15318,NA,NA,4246.5,5763,NA
United Technical Center,Clarksburg,WV,Certificate Degree,Southeast,Town: Distant,1,NA,25,9000,NA,3500,3500,NA,NA,NA
Charles H McCann Technical School,North Adams,MA,Certificate Degree,New England,Rural: Fringe,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
Ailano School of Cosmetology,Brockton,MA,Certificate Degree,New England,Suburb: Large,NA,NA,19,NA,25746,NA,NA,8500,8500,NA
Central California School of Continuing Education,San Luis Obispo,CA,Certificate Degree,Far West,City: Small,NA,NA,267,25089,NA,9895,9895,5428,5468,0.870748299
Mercy Hospital School of Practical Nursing-Plantation General Hospital,Miami,FL,Certificate Degree,Southeast,City: Large,0.6667,NA,90,NA,10687,NA,NA,NA,NA,0.822580645
Marion Technical College,Ocala,FL,Certificate Degree,Southeast,City: Small,NA,NA,413,NA,NA,NA,NA,NA,NA,0.692124105
Rivertown School of Beauty Barber Skin Care and Nails,Columbus,GA,Certificate Degree,Southeast,City: Midsize,NA,NA,130,NA,15005,NA,NA,5500,6805,0.731707317
Atlanta Institute of Music and Media,Duluth,GA,Certificate Degree,Southeast,Suburb: Large,NA,NA,147,NA,21465,NA,NA,5500,9134.5,0.08994709
Illinois Media School,Lombard,IL,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,169,NA,25145,NA,NA,9500,9500,0.343589744
St Louis Hair Academy,Saint Louis,MO,Certificate Degree,Plains,City: Large,NA,NA,9,NA,20511,NA,NA,NA,NA,NA
New Dimensions School of Hair Design,Joplin,MO,Certificate Degree,Plains,City: Small,NA,NA,21,NA,12432,NA,NA,9822,NA,NA
Forbes Road Career and Technology Center,Monroeville,PA,Certificate Degree,Mid East,Suburb: Large,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
Jna Institute of Culinary Arts,Philadelphia,PA,Certificate Degree,Mid East,City: Large,NA,NA,46,23341,NA,12725,12725,6520.5,6992,0.537634409
Cortiva Institute-Seattle,Seattle,WA,Certificate Degree,Far West,City: Large,NA,NA,113,NA,23595,NA,NA,7917,7917,0.728395062
Putnam Career and Technical Center,Eleanor,WV,Certificate Degree,Southeast,Suburb: Midsize,NA,NA,66,NA,5925,NA,NA,NA,NA,0.492307692
Argosy University-Northern Virginia,Arlington,VA,Bachelor Degree,Southeast,City: Midsize,NA,NA,48,NA,NA,13438,13438,13437.5,30481,0.649788711
Crawford County Career and Technical Center Practical Nursing Program,Meadville,PA,Certificate Degree,Mid East,Town: Distant,NA,NA,28,NA,17154,NA,NA,9829,16493,NA
Texas College of Cosmetology-San Angelo,San Angelo,TX,Certificate Degree,Southwest,City: Midsize,NA,NA,63,NA,15544,NA,NA,NA,NA,0.914179105
Beauty Schools of America-Hialeah,Hialeah,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,322,NA,25982,NA,NA,9500,9500,0.780921953
Automeca Technical College-Bayamon,Bayamon,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,528,11420,NA,7441,7441,2650,2800,0.051845707
Automeca Technical College-Caguas,Caguas,PR,Certificate Degree,Outlying Areas,City: Small,NA,NA,190,11198,NA,7441,7441,2650,2800,0.051845707
Automeca Technical College-Ponce,Ponce,PR,Certificate Degree,Outlying Areas,City: Midsize,NA,NA,230,11970,NA,7441,7441,2650,2800,0.051845707
Centura College-Chesapeake,Chesapeake,VA,Associate Degree,Southeast,Suburb: Large,NA,NA,190,28482,NA,16637,16637,12000,20000,0.857352941
University of Phoenix-Hawaii,Honolulu,HI,Bachelor Degree,Far West,City: Large,NA,NA,661,20940,NA,9900,9900,14750,31977,0.697281162
Cortiva Institute-Miami,Miami,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,138,NA,24408,NA,NA,6333,7917,0.819548872
Prism Career Institute-Cherry Hill,Cherry Hill,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,69,NA,30305,NA,NA,16377,17030,0.917572464
Southwest College of Naturopathic Medicine & Health Sciences,Tempe,AZ,Entirely Graduate Degree,Southwest,City: Midsize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escuela de Peritos Electricistas de Isabela Inc,Isabela,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,61,NA,9547,NA,NA,NA,NA,NA
Virginia College-Birmingham,Birmingham,AL,Certificate Degree,Southeast,City: Midsize,NA,NA,2083,NA,33710,NA,NA,11438,16710,0.780756537
Virginia College-Huntsville,Huntsville,AL,Certificate Degree,Southeast,City: Midsize,NA,NA,491,NA,34984,NA,NA,11438,16710,0.780756537
Yeshiva D'monsey Rabbinical College,Monsey,NY,Bachelor Degree,Mid East,Suburb: Large,0.5122,NA,70,14700,NA,6800,6800,NA,NA,NA
Lincoln Technical Institute-Mahwah,Mahwah,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,865,NA,19510,NA,NA,10375,12000,0.079074719
Career Technical Institute,Washington,DC,Certificate Degree,Mid East,City: Large,NA,NA,387,NA,26911,NA,NA,7652,7652,0.656324582
Northwest Vista College,San Antonio,TX,Associate Degree,Southwest,City: Large,NA,NA,12734,12237,NA,2760,13770,5500,8715,0.561618222
Oconee Fall Line Technical College,Sandersville,GA,Certificate Degree,Southeast,Rural: Fringe,NA,NA,1100,7280,NA,2674,4810,3683.5,5621,0.699799197
York County Community College,Wells,ME,Associate Degree,New England,Rural: Distant,NA,NA,1177,13276,NA,3570,6330,5500,7500,0.689265537
Northeast Technology Center-Afton,Afton,OK,Certificate Degree,Southwest,Rural: Distant,NA,NA,157,NA,NA,NA,NA,NA,NA,0.562091503
Western Suffolk BOCES,Northport,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,265,NA,16649,NA,NA,9602.5,10749,0.711934156
Arkansas State University-Mountain Home,Mountain Home,AR,Certificate Degree,Southeast,Rural: Fringe,NA,NA,1016,16015,NA,2832,4440,4983,5141,0.641563394
Columbia Gorge Community College,The Dalles,OR,Associate Degree,Far West,Town: Remote,NA,NA,661,13501,NA,4248,8784,8254,11650,0.652278178
Arizona State University-Polytechnic,Mesa,AZ,Bachelor Degree,Southwest,City: Large,0.7628,25,4224,23006,NA,10301,26038,14000,20000,0.556830661
Colleen O'Haras Beauty Academy,Santa Ana,CA,Certificate Degree,Far West,City: Large,NA,NA,84,NA,27632,NA,NA,6329.5,6333,0.82278481
Bakke Graduate University,Dallas,TX,Entirely Graduate Degree,Southwest,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tillamook Bay Community College,Tillamook,OR,Associate Degree,Far West,Rural: Fringe,NA,NA,227,10506,NA,3852,4572,4620,NA,0.65625
Argosy University-Schaumburg,Schaumburg,IL,Bachelor Degree,Great Lakes,City: Small,NA,NA,38,26462,NA,13438,13438,13437.5,30481,0.649788711
Manhattan School of Computer Technology,Brooklyn,NY,Certificate Degree,Mid East,City: Large,NA,NA,619,NA,12231,NA,NA,NA,NA,0.692857143
Ross College-Hopkinsville,Hopkinsville,KY,Associate Degree,Southeast,Town: Distant,NA,NA,73,NA,20832,NA,NA,NA,NA,NA
Indian Capital Technology Center-Sallisaw,Sallisaw,OK,Certificate Degree,Southwest,Town: Distant,NA,NA,174,NA,14871,NA,NA,NA,NA,0.494600432
Indian Capital Technology Center-Stilwell,Stilwell,OK,Certificate Degree,Southwest,Town: Distant,NA,NA,137,NA,10678,NA,NA,NA,NA,0.494600432
Hairitage Hair Academy,Saint George,UT,Certificate Degree,Rocky Mountains,Rural: Fringe,NA,NA,49,NA,9358,NA,NA,NA,NA,NA
Cadillac Institute of Cosmetology,Cadillac,MI,Certificate Degree,Great Lakes,Town: Remote,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
Arizona College-Glendale,Glendale,AZ,Certificate Degree,Southwest,Suburb: Large,NA,NA,535,28402,NA,15524,15524,9483,9500,0.848670757
Vanguard-Sentinel Adult Career and Technology Center,Fremont,OH,Certificate Degree,Great Lakes,Town: Distant,NA,NA,38,NA,12803,NA,NA,NA,NA,NA
House of Heavilin Beauty College-Raymore,Raymore,MO,Certificate Degree,Plains,Rural: Fringe,NA,NA,24,NA,19172,NA,NA,9833,10250,NA
Living Arts College,Raleigh,NC,Certificate Degree,Southeast,City: Large,0.8291,NA,263,29020,NA,17104,17104,12290,13805,0.709333333
New York Conservatory for Dramatic Arts,New York,NY,Associate Degree,Mid East,City: Large,0.9534,NA,237,47605,NA,33242,33242,12000,12000,0.56097561
Eastern International College-Jersey City,Jersey City,NJ,Associate Degree,Mid East,City: Large,NA,NA,230,24725,NA,21225,21225,15850,24474.5,0.904878049
Academia Serrant Inc,Ponce,PR,Certificate Degree,Outlying Areas,City: Midsize,NA,NA,319,NA,10424,NA,NA,NA,NA,0.526397516
Champion Institute of Cosmetology,Palm Springs,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,57,NA,22187,NA,NA,4750,NA,NA
Pacific College,Costa Mesa,CA,Associate Degree,Far West,City: Midsize,NA,NA,350,NA,18174,NA,NA,18089,20000,0.901685393
American College of Healthcare and Technology,Riverside,CA,Certificate Degree,Far West,City: Large,NA,NA,65,NA,18304,NA,NA,9500,9500,0.836569579
Compu-Med Vocational Careers Corp,Hialeah,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,647,NA,13654,NA,NA,NA,NA,0.945182724
Advantage Technical College,Manati,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,95,NA,11574,NA,NA,NA,NA,NA
Midwestern University-Glendale,Glendale,AZ,Entirely Graduate Degree,Southwest,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon Coast Community College,Newport,OR,Associate Degree,Far West,Rural: Fringe,NA,NA,419,12546,NA,4140,8280,8177.5,15412,0.55641964
Gwinnett College-Sandy Springs,Sandy Springs,GA,Certificate Degree,Southeast,City: Midsize,NA,NA,114,NA,18859,NA,NA,9317,9500,0.803191489
Lincoln Technical Institute-Brockton,Brockton,MA,Certificate Degree,New England,Suburb: Large,NA,NA,136,NA,20762,NA,NA,9500,10572,0.762498123
Mildred Elley-Pittsfield Campus,Pittsfield,MA,Certificate Degree,New England,City: Small,NA,NA,252,23074,NA,13845,13845,9500,19375,0.886197004
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,Bachelor Degree,Southeast,City: Small,0.6327,NA,10256,22656,NA,9000,9000,12250,24250,0.181643441
Merkaz Bnos-Business School,Brooklyn,NY,Certificate Degree,Mid East,City: Large,0.8864,NA,73,NA,23122,NA,NA,NA,NA,0.925
Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,Certificate Degree,Mid East,City: Large,NA,NA,11,NA,8786,NA,NA,NA,NA,NA
CET-Alexandria,Alexandria,VA,Certificate Degree,Southeast,Suburb: Large,NA,NA,114,NA,23014,NA,NA,5500,6143,0.338998483
Aviation Institute of Maintenance-Chesapeake,Chesapeake,VA,Certificate Degree,Southeast,Suburb: Large,NA,NA,183,29514,NA,16757,16757,14860,20000,0.105058366
Centura College-Richmond Main,Richmond,VA,Certificate Degree,Southeast,Suburb: Large,NA,NA,98,31679,NA,16337,16337,9500,16000,0.905594406
Osceola Technical College,Kissimmee,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,408,NA,10525,NA,NA,NA,NA,0.558669002
Miami Ad School-Wynwood,Miami,FL,Certificate Degree,Southeast,City: Large,NA,NA,146,NA,NA,19400,19400,16500,22125,0.483443709
Green Country Technology Center,Okmulgee,OK,Certificate Degree,Southwest,Rural: Fringe,0.9672,NA,78,NA,NA,NA,NA,NA,NA,0.55
Nova College de Puerto Rico,Bayamon,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,206,NA,10124,NA,NA,NA,NA,0.67032967
John Wesley International Barber and Beauty College,Long Beach,CA,Certificate Degree,Far West,City: Large,NA,NA,93,NA,13091,NA,NA,NA,NA,0.283687943
Platt College-Lawton,Lawton,OK,Certificate Degree,Southwest,City: Small,NA,NA,227,NA,33500,NA,NA,9500,11332,0.51059207
Southeastern College-West Palm Beach,West Palm Beach,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,499,30821,NA,19024,19024,12271,14440,0.835600907
Ottawa University-Milwaukee,Brookfield,WI,Bachelor Degree,Great Lakes,Suburb: Large,NA,NA,166,NA,NA,NA,NA,12584,21257,0.62745098
Argosy University-Tampa,Tampa,FL,Bachelor Degree,Southeast,City: Large,NA,NA,129,26462,NA,13438,13438,13437.5,30481,0.649788711
The Illinois Institute of Art-Schaumburg,Schaumburg,IL,Bachelor Degree,Great Lakes,City: Small,NA,NA,382,25750,NA,17482,17482,17334,31000,0.541433371
Klamath Community College,Klamath Falls,OR,Associate Degree,Far West,Town: Remote,NA,NA,1181,10518,NA,4170,6978,7310,15456,0.599056604
The Art Institute of Phoenix,Phoenix,AZ,Bachelor Degree,Southwest,City: Large,NA,NA,652,27448,NA,17410,17410,16475,22999,0.677497162
L3 Commercial Training Solutions Airline Academy,Sanford,FL,Certificate Degree,Southeast,City: Small,NA,NA,302,NA,105745,NA,NA,4034,4034,NA
American College of Acupuncture and Oriental Med,Houston,TX,Entirely Graduate Degree,Southwest,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOMA Graduate School of Integrative Medicine,Austin,TX,Entirely Graduate Degree,Southwest,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urban College of Boston,Boston,MA,Associate Degree,New England,City: Large,NA,NA,623,13935,NA,7124,7124,NA,NA,0.940663176
Branford Hall Career Institute-Windsor Campus,Windsor,CT,Certificate Degree,New England,Suburb: Large,NA,NA,83,NA,21468,NA,NA,7756,9500,0.69648462
Golf Academy of America-Orlando,Apopka,FL,Associate Degree,Southeast,Suburb: Large,NA,NA,115,NA,27174,NA,NA,11438,16710,0.780756537
Golf Academy of America-Phoenix,Chandler,AZ,Associate Degree,Southwest,Suburb: Large,NA,NA,107,NA,28434,NA,NA,11438,16710,0.780756537
Strayer University-Maryland,Suitland,MD,Bachelor Degree,Mid East,Suburb: Large,NA,NA,2286,27744,NA,13857,13857,9500,34239.5,0.750834485
Empire Beauty School-Bordentown,Bordentown,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,91,NA,19287,NA,NA,8975,12241,0.949860724
Empire Beauty School-Monroeville,Monroeville,PA,Certificate Degree,Mid East,Suburb: Large,NA,NA,119,NA,19357,NA,NA,8147,11766,0.944972486
Southern Careers Institute-San Antonio,San Antonio,TX,Certificate Degree,Southwest,City: Large,NA,NA,452,NA,27614,NA,NA,7917,9193,0.638901464
Cortiva Institute-Virginia,Charlottesville,VA,Certificate Degree,Southeast,City: Small,NA,NA,60,NA,22228,NA,NA,7600,7600,0.810810811
Cayce/Reilly School of Massage,Virginia Beach,VA,Certificate Degree,Southeast,City: Large,NA,NA,28,NA,18367,NA,NA,7389,NA,0.823529412
CET-Sacramento,Sacramento,CA,Certificate Degree,Far West,City: Large,NA,NA,90,NA,22232,NA,NA,5500,6143,0.338998483
Prism Career Institute-West Atlantic City,West  Atlantic City,NJ,Certificate Degree,Mid East,Suburb: Midsize,NA,NA,68,NA,31241,NA,NA,16377,17030,0.917572464
The Creative Center,Omaha,NE,Associate Degree,Plains,City: Large,0.6512,NA,51,41627,NA,27700,27700,19500,NA,0.717948718
Studio Jewelers,New York,NY,Certificate Degree,Mid East,City: Large,NA,NA,34,NA,19633,NA,NA,NA,NA,NA
Praxis Institute,Miami,FL,Certificate Degree,Southeast,City: Large,NA,NA,404,NA,11353,NA,NA,8170,9312.5,0.806845966
San Juan Bautista School of Medicine,Caguas,PR,Bachelor Degree,Outlying Areas,City: Small,1,NA,37,11146,NA,9172,15022,NA,NA,NA
Texas Health and Science University,Austin,TX,Bachelor Degree,Southwest,City: Large,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
Carver Career Center,Charleston,WV,Certificate Degree,Southeast,Suburb: Midsize,NA,NA,246,NA,6562,NA,NA,NA,NA,0.628318584
New Hampshire Institute of Art,Manchester,NH,Bachelor Degree,New England,City: Midsize,0.9943,NA,307,39065,NA,26880,26880,27000,NA,0.691489362
Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,NY,Certificate Degree,Mid East,Town: Distant,0.7692,NA,31,24182,NA,10240,10240,7666,NA,NA
Clearfield County Career and Technology Center,Clearfield,PA,Certificate Degree,Mid East,Rural: Fringe,NA,NA,64,NA,16042,NA,NA,9500,10750,0.830188679
Colegio de Cinematografia Artes y Television,Bayamon,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,778,8253,NA,6560,6560,NA,NA,0.249443207
Delaware County Technical School-Practical Nursing Program,Broomall,PA,Certificate Degree,Mid East,Suburb: Large,1,NA,43,NA,17054,NA,NA,16449.5,NA,NA
Mid-Del Technology Center,Midwest City,OK,Certificate Degree,Southwest,Suburb: Large,NA,NA,109,NA,7371,NA,NA,NA,NA,0.738317757
New York Institute of Massage Inc,Williamsville,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,46,NA,23936,NA,NA,9500,11379,0.783505155
Jolie Hair and Beauty Academy-Ludlow,Ludlow,MA,Certificate Degree,New England,Suburb: Large,NA,NA,138,NA,19062,NA,NA,6329,6860,NA
Dutchess BOCES-Practical Nursing Program,Poughkeepsie,NY,Certificate Degree,Mid East,Suburb: Large,0.7901,NA,132,NA,31205,NA,NA,8471,9500,0.919354839
