post_code,seq_key,fips,pub_seq,lib_code,name,addr,city,zip,zip4,phone,service_pop,num_main,num_branch,num_bookmobile,num_other,fte_lib_ms,fte_lib,fte_other,fte_tot,inc_local,inc_state,inc_fed,inc_other,inc_total,opx_sal,opx_ben,opx_tot_st,opx_tot_cl,opx_oth,opx_total,cap_outlay,col_books,col_audio,col_film,col_video,col_c_serial,pshours,attendance,reference_trans,circulation,ill_out,ill_in
AL,0104,01,0104,501-015,Tarrant,1143 Ford Avenue,Tarrant,35217,,2058492825,8120,1,0,0,0,-1,-1,-1,2.4,65493,7774,0,0,73267,33100,7205,40305,14053,17914,72272,2270,25313,191,0,1,51,2550,NA,3437,25568,125,177
AL,0105,01,0105,501-016,Trussville,201 Parkway Drive,Trussville,35173,,2056552022,5050,1,0,0,0,-1,-1,-1,4.5,116800,3415,8342,6600,135157,47160,17933,65093,19444,25943,110480,3400,31790,NA,0,0,14,2650,NA,9578,44342,341,581
AL,0106,01,0106,501-017,Vestavia Hills,1975 Merryvale Road,Birmingham,35216,,2059780161,17670,1,0,0,0,-1,-1,-1,11.5,473217,13105,0,12862,499184,330027,0,330027,55192,68982,454201,NA,58451,1442,0,0,140,3450,NA,9056,123827,528,430
AL,0107,01,0107,501-018,Warrior,10 First Street,Warrior,35180,,2056473006,4350,1,0,0,1,-1,-1,-1,1.8,35515,3128,0,3222,41865,18937,3196,22133,12805,7076,42014,NA,12912,3,0,4,43,2000,NA,2602,21880,0,59
AL,0108,01,0108,501-019,Birmingham Public Library,2100 Park Place,Birmingham,35203,,2052263611,277100,1,19,0,0,-1,-1,-1,105,8130862,276316,22964,129802,8559944,4820882,1068878,5889760,940249,1737895,8567904,0,1097983,28008,5975,1650,2341,3100,NA,600921,1649001,13361,10939
AL,0199,01,0199,502-000,Cullman County,"200 Clark Street, NE",Cullman,35055,,2057342720,63290,1,0,0,8,-1,-1,-1,8,112420,54859,77,13465,180821,67272,10369,77641,28057,75046,180744,0,56152,1411,85,123,98,2650,NA,NA,76661,86,717
AL,0201,01,0201,502-001,Garden City,P. O. Box 172,Garden City,35070,,2053525408,510,1,0,0,0,-1,-1,-1,0.5,9638,601,0,300,10539,3188,375,3563,1801,5175,10539,0,2066,0,0,0,0,1100,NA,NA,8169,8,29
AL,0202,01,0202,502-002,Hanceville,Hanceville City Hall,Hanceville,35077,,,2400,1,0,0,0,-1,-1,-1,0.5,7282,2092,0,300,9674,3328,255,3583,2670,3321,9574,NA,2058,0,0,1,0,800,NA,NA,1157,4,28
AL,0109,01,0109,504-000,DeKalb County,"504 Grand Avenue, N",Fort Payne,35967,,2058452671,48430,1,2,1,3,-1,-1,-1,4,74165,39803,1920,15000,130888,70510,0,70510,30500,21401,122411,NA,60792,632,13,704,86,2300,NA,NA,85203,472,100
AL,0110,01,0110,504-001,Collinsville,P. O. Box 743,Collinsville,35961,,2055242323,1300,1,0,0,0,-1,-1,-1,0.6,9853,1501,0,1767,13121,5462,850,6312,915,4884,12111,698,4786,0,0,1,0,1150,NA,54,3662,0,5
AL,0111,01,0111,504-002,Geraldine,P. O. Box 281,Geraldine,35974,,2056596663,780,1,0,0,0,-1,-1,-1,0.5,4742,878,0,1384,7004,1742,0,1742,1828,1865,5435,NA,6288,NA,0,0,2,1000,NA,117,3096,NA,NA
AL,0112,01,0112,504-003,Rainsville,"170 McCurdy Avenue, N",Rainsville,35986,,2056384137,4610,1,0,0,0,-1,-1,-1,3,32264,4713,5776,1025,43778,34141,414,34555,4337,3861,42753,1025,29064,80,69,2,22,2000,NA,3512,21922,0,28
AL,0113,01,0113,505-000,Escambia County Cooperative,700 East Church Street,Atmore,36502,,2053684130,18850,1,0,0,0,-1,-1,-1,1.9,22050,21570,0,1500,45120,21496,2928,24424,6944,9322,40690,NA,2891,0,0,0,0,2000,NA,20,3793,490,705
AL,0114,01,0114,505-001,Atmore,700 East Church Street,Atmore,36502,,2053685234,8500,1,0,0,0,-1,-1,-1,6,146387,9397,0,25511,181295,91930,28782,120712,11123,34853,166688,13998,52256,562,9,37,103,2300,NA,4695,39319,221,365
AL,0115,01,0115,505-002,Brewton,206 West Jackson Street,Brewton,36427,,2058674626,6640,1,0,0,0,-1,-1,-1,2,47480,7799,0,8552,63831,23637,10713,34350,12811,13129,60290,NA,32871,0,0,0,54,1950,NA,15000,32480,45,257
AL,0116,01,0116,505-003,Flomaton,P. O. Box 1017,Flomaton,36441,,2052963552,1810,1,0,0,0,-1,-1,-1,1.6,25742,2078,0,2195,30015,16427,4819,21246,3814,5030,30090,NA,10217,0,0,0,22,2200,NA,815,19457,3,409
AL,0117,01,0117,506-000,Gadsden-Etowah County,254 College Street,Gadsden,35999,,2055494699,84310,1,3,1,0,-1,-1,-1,18,675856,99198,1808,2782,779644,383231,123454,506685,130567,138233,775485,3000,187953,5194,842,849,321,3250,NA,19996,317715,385,386
AL,0118,01,0118,506-001,Attalla-Etowah County,"604 4th Street, NW",Attalla,35954,,2055389266,7390,1,0,0,0,-1,-1,-1,1.5,20811,8677,0,1094,30582,14176,1080,15256,7539,6563,29358,0,19506,NA,0,0,69,1825,NA,1200,11754,NA,3
AL,0119,01,0119,506-002,Rainbow City,4412 Rainbow Drive,Rainbow City,35901,,2054428477,7210,1,0,0,0,-1,-1,-1,2,54064,8035,0,1943,64042,38960,8308,47268,8382,4088,59738,NA,19644,NA,0,0,44,2400,NA,6000,14830,NA,NA
AL,0203,01,0203,506-003,Hokes Bluff,Route 11 Box 334A,Hokes Bluff,35903,9804,2054929700,3990,1,0,0,1,-1,-1,-1,0.5,1104,0,0,3745,4849,0,0,0,800,5281,6081,0,1286,12,0,0,0,825,NA,5,3000,0,0
AL,0120,01,0120,508-000,Marengo Library System,211 East Washington Street,Demopolis,36732,,2052891595,NA,1,0,0,0,-1,-1,-1,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,-1,NA,NA,NA,NA,NA
AL,0121,01,0121,508-001,Demopolis Public Library,211 East Washington Street,Demopolis,36732,,2052891595,11180,1,0,0,0,-1,-1,-1,3,88911,17272,0,16501,122684,59595,10206,69801,29860,21407,121068,NA,22304,413,0,7,45,2000,NA,5315,43262,36,124
AL,0122,01,0122,508-002,Marengo County,P. O. Box 480519,Linden,36748,0519,2052952246,2700,1,0,1,0,-1,-1,-1,1.9,28409,10927,0,1380,40716,21178,1430,22608,10550,6178,39336,NA,15660,129,10,0,15,1250,NA,668,62599,29,47
AL,0123,01,0123,509-000,Marshall County Cooperative,"403 2nd Street, NW",Arab,35016,,2055863366,37630,1,0,1,0,-1,-1,-1,1.8,17354,37466,0,NA,54820,23337,4649,27986,18751,7169,53906,NA,8902,50,13,461,5,2125,NA,NA,14023,2,221
AL,0124,01,0124,509-001,Arab Public Library,"403 2nd Street, NW",Arab,35016,,2055863366,6670,1,0,0,0,-1,-1,-1,4.3,105585,8606,768,17134,132093,56126,11960,68086,24062,26156,118304,13788,36881,1111,15,15,67,2125,NA,2741,54218,220,143
AL,0125,01,0125,509-002,Boaz,205 South Main Street,Boaz,35957,,2055938056,6810,1,0,0,1,-1,-1,-1,3.2,80301,8811,4813,7974,101899,53915,13456,67371,18339,18662,104372,603,30443,320,94,207,92,2000,NA,2295,78079,0,175
AL,0126,01,0126,509-003,Guntersville,1240 O'Brig Avenue,Guntersville,35976,,2055717595,7370,1,0,0,0,-1,-1,-1,4,93447,9090,948,14433,117918,56555,14762,71317,19700,15384,106401,NA,41392,312,0,53,65,2350,NA,5855,51564,NA,126
AL,0127,01,0127,509-004,Albertville,Jackson Street,Albertville,35950,,2058918290,14620,1,0,0,1,-1,-1,-1,3.5,119137,16843,0,8449,144429,62105,20472,82577,35426,27026,145029,3063,72956,559,132,22,122,2200,NA,22456,103551,0,52
AL,0128,01,0128,510-000,Shelby County,P. O. Box 858,Columbiana,35051,,2056693171,NA,1,0,0,0,-1,-1,-1,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,-1,NA,NA,NA,NA,NA
AL,0129,01,0129,510-001,Albert L. Scott,"100 9th Street, NW",Alabaster,35007,,2056646822,13160,1,0,0,0,-1,-1,-1,4.8,219351,7489,9480,13844,250164,77612,17186,94798,59676,40555,195029,57517,13500,110,0,357,61,3200,NA,3164,89167,276,1443
AL,0130,01,0130,510-002,Calera,P. O. Box 699,Calera,35040,,2056683514,2060,1,0,0,0,-1,-1,-1,1,13280,1172,9480,413,24345,8583,0,8583,11713,3511,23807,NA,2660,0,0,0,19,1550,NA,388,9413,64,104
AL,0131,01,0131,510-003,Columbiana Public Library,Lester Street,Columbiana,35051,,2056694730,2910,1,0,0,0,-1,-1,-1,1.5,41322,1651,0,3759,46732,26393,0,26393,7512,11260,45165,NA,11000,210,0,93,36,2150,NA,3187,38610,288,579
AL,0132,01,0132,510-004,Helena,P. O. Box 262,Helena,35080,,2056648308,3600,1,0,0,0,-1,-1,-1,1,35373,2050,8911,518,46852,17723,1813,19536,18613,8703,46852,NA,6224,17,0,0,11,1700,NA,1229,7374,92,149
AL,0133,01,0133,510-005,Lallouise Florey McGraw,P. O. Box 3,Vincent,35178,,2056722749,1760,1,0,0,0,-1,-1,-1,0.5,20340,700,9000,2243,32283,11368,0,11368,15080,6315,32763,NA,6948,0,0,0,5,1000,NA,428,7596,17,47
AL,0134,01,0134,510-006,Parnell Memorial,160 Valley Street,Montevallo,35115,,2056657794,4420,1,0,0,0,-1,-1,-1,1.1,28908,1697,0,2139,32744,19569,0,19569,4488,10025,34082,NA,8498,NA,0,0,5,2250,NA,344,19181,244,558
AL,0135,01,0135,510-007,Pelham,P. O. Box 1627,Pelham,35124,,2056631002,8560,1,0,0,0,-1,-1,-1,5,151000,4864,9967,NA,165831,63684,11808,75492,52480,38026,165998,NA,11233,165,0,631,98,3050,NA,4247,112559,82,585
AL,0136,01,0136,510-008,Wilsonville,Main Street,Wilsonville,35186,,2056696180,1120,1,0,0,0,-1,-1,-1,0.5,3685,638,0,NA,4323,2543,0,2543,1749,NA,4292,NA,3264,102,0,0,7,1150,NA,112,4596,8,32
AL,0137,01,0137,510-009,North Shelby County,7030 Meadowlark Drive,Birmingham,35242,,2059951974,14312,1,0,0,0,-1,-1,-1,7.2,239111,8128,4900,14171,266310,89749,10628,100377,43606,83136,227119,3928,9626,150,0,54,103,2700,NA,9020,96602,171,1155
AL,0138,01,0138,510-010,Mildred B. Harrison Reg. Library,Lester Street,Columbiana,35051,,2056693910,51902,1,0,0,0,-1,-1,-1,13.5,300000,63093,35393,3877,402363,237459,50967,288426,25031,95138,408595,NA,5409,518,336,461,43,3500,NA,74,4170,366,1239
AL,0139,01,0139,511-000,Pickens County Cooperative,P. O. Box 92,Carrollton,35447,,2053672142,13320,1,0,0,0,-1,-1,-1,1,24189,9698,0,0,33887,13700,7500,21200,11550,15150,47900,0,NA,0,0,0,3,2000,NA,NA,3793,NA,NA
AL,0140,01,0140,511-001,Aliceville,"416 3rd Avenue, NE",Aliceville,35442,,2053736691,3020,1,0,0,0,-1,-1,-1,1.2,24000,3603,5005,6669,39277,15592,1894,17486,14070,7892,39448,468,14207,555,147,42,50,1525,NA,688,12545,3,147
AL,0141,01,0141,511-002,Carrollton Public Library,P. O. Box 92,Carrollton,35447,,2053672142,960,1,0,0,0,-1,-1,-1,0.5,8534,1242,1782,1919,13477,3723,0,3723,4492,3886,12101,NA,7726,93,0,1,21,2000,NA,919,4522,15,196
AL,0142,01,0142,511-003,Gordo,P. O. Box 318,Gordo,35466,,2053647148,2020,1,0,0,0,-1,-1,-1,0.6,6294,2505,3072,NA,11871,4156,318,4474,1340,2785,8599,0,8238,0,0,0,7,1100,NA,260,6195,0,200
AL,0143,01,0143,511-004,Reform,P. O. Box 819,Reform,35481,,2053756240,2190,1,0,0,0,-1,-1,-1,1,10672,2712,4230,1109,18723,5850,585,6435,7687,7432,21554,NA,11738,91,0,8,19,1400,NA,2683,10661,7,38
AL,0144,01,0144,512-000,St. Clair County,"1921 1st Avenue, N",Pell City,35125,,2058841685,32290,1,0,0,0,-1,-1,-1,3,59130,53011,9480,5594,127215,55087,12512,67599,28277,22374,118250,172,42445,0,0,0,0,2300,NA,7070,72572,252,100
AL,0145,01,0145,512-001,Ashville,P. O. Box 187,Ashville,35953,,2055947954,1920,1,0,0,0,-1,-1,-1,0.5,18182,0,0,400,18582,7500,0,7500,NA,5683,13183,6714,8238,0,0,3,10,950,NA,450,6334,0,0
AL,0146,01,0146,512-002,Moody,2900 Daniel Drive,Moody,35004,,2056405123,2170,1,0,0,0,-1,-1,-1,0.7,45961,0,0,355,46316,14633,4089,18722,0,1536,20258,25703,12576,0,0,0,6,1400,NA,420,15943,2,40
AL,0147,01,0147,512-003,Odenville,P. O. Box 269,Odenville,35120,,2056295901,1100,1,0,0,0,-1,-1,-1,0.5,8257,0,0,0,8257,2535,144,2679,75,2422,5176,3080,NA,NA,0,0,0,1000,NA,NA,4281,0,0
AL,0148,01,0148,512-005,Pell City,"1921 First Avenue, N",Pell City,35125,,2058841685,8360,1,0,0,0,-1,-1,-1,2,21085,0,0,0,21085,18000,0,18000,NA,3085,21085,NA,42942,0,0,0,33,2300,NA,5300,42942,250,75
AL,0204,01,0204,512-006,Ragland,P. O. Box 278,Ragland,35131,,2054722007,2180,1,0,0,0,-1,-1,-1,0.5,2158,0,0,0,2158,1280,98,1378,0,780,2158,0,4500,0,0,2,2,1000,NA,900,827,0,0
AL,0149,01,0149,512-007,Steele Public Library,P. O. Box 362,Steele,35987,,2055388145,880,1,0,0,0,-1,-1,-1,0.3,6912,0,0,0,6912,2535,0,2535,NA,4377,6912,NA,2826,0,0,0,0,600,NA,NA,2245,0,0
AL,0150,01,0150,513-000,Sumter County Library System,P. O. Drawer U,Livingston,35470,,2056522349,9740,1,0,0,3,-1,-1,-1,1,38500,18198,0,34,56732,5522,0,5522,41027,6640,53189,NA,11912,90,231,141,0,2300,NA,NA,2947,NA,NA
AL,0151,01,0151,513-001,Hightower Memorial,630 Avenue A,York,36925,,2053924950,3090,1,0,0,0,-1,-1,-1,1,16000,0,0,383,16383,10194,0,10194,1677,250,12121,NA,5980,15,0,0,21,1775,NA,351,10048,0,7
AL,0152,01,0152,513-002,Ruby Pickens Tartt Public Library,P. O. Drawer U,Livingston,35470,,2056522349,3370,1,0,0,0,-1,-1,-1,2,68200,0,3312,6228,77740,38600,7625,46225,9466,12846,68537,NA,11247,148,19,0,41,2300,NA,302,26792,9,74
AL,0153,01,0153,514-000,Calhoun County,P. O. Box 308,Anniston,36202,,2052378503,NA,1,0,0,0,-1,-1,-1,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,-1,NA,NA,NA,NA,NA
AL,0154,01,0154,514-001,Anniston-Calhoun County Public Lib.,P. O. Box 308,Anniston,36202,,2052378501,97890,1,1,1,0,-1,-1,-1,17.5,455778,110449,21987,66030,654244,288637,69457,358094,72442,174089,604625,10884,185655,7449,1116,484,197,2750,NA,3480,180029,101,517
AL,0155,01,0155,514-002,Jacksonville,"200 Pelham Road, S",Jacksonville,36265,,2054356332,9540,1,0,0,0,-1,-1,-1,5,171343,11265,1668,1227,185503,76210,15092,91302,34810,43685,169797,15705,24638,339,0,432,79,2450,NA,3768,57249,15,681
AL,0156,01,0156,514-003,Piedmont,106 North Main Street,Piedmont,36272,,2054473274,5350,1,0,0,0,-1,-1,-1,2.5,40500,6321,0,200,47021,25000,0,25000,17043,5000,47043,0,22973,0,116,72,46,2050,NA,2292,36000,120,229
AL,0157,01,0157,999-001,Akron,P. O. Box 8,Akron,35441,,2053723148,630,1,0,0,0,-1,-1,-1,0.4,2850,682,0,209,3741,2957,530,3487,368,618,4473,NA,3934,33,0,0,5,800,NA,83,1345,NA,6
AL,0158,01,0158,999-002,Houston-Love Memorial,212 West Burdeshaw Street,Dothan,36303,,2057939767,81000,1,2,2,0,-1,-1,-1,18.5,417848,90764,16536,102887,628035,242247,72616,314863,93973,124098,532934,70801,153982,1513,1119,415,245,2750,NA,19659,289376,4644,243
AL,0159,01,0159,999-003,Blountsville,P. O. Box 239,Blountsville,35031,,2054293156,1610,1,0,0,2,-1,-1,-1,1,10548,10352,0,962,21862,8257,243,8500,9381,4546,22427,NA,14211,340,0,647,30,1350,NA,875,24719,0,150
AL,0160,01,0160,999-004,Cherokee,P. O. Box 333,Cherokee,35616,,2053594384,1460,1,0,0,0,-1,-1,-1,0.4,3600,0,0,1201,4801,2486,197,2683,742,2246,5671,0,18000,0,0,0,0,700,NA,NA,6270,NA,NA
AL,0161,01,0161,999-005,Brent-Centreville,153 Walnut Street,Centreville,35042,,2059264736,16900,1,0,0,0,-1,-1,-1,1,11696,18085,0,6522,36303,9250,1361,10611,13880,10659,35150,NA,22553,320,36,231,41,2300,NA,1500,24478,6,229
AL,0162,01,0162,999-006,Chilton-Clanton,100 First Avenue,Clanton,35045,,2057551768,32200,1,3,0,0,-1,-1,-1,9.8,124752,35924,0,11668,172344,80051,20160,100211,33459,29746,163416,0,55585,692,359,234,127,6700,NA,6307,91236,1641,134
AL,0163,01,0163,999-007,Choctaw County,124 North Academy Avenue,Butler,36904,,2054592542,17000,1,2,0,0,-1,-1,-1,3.1,47106,19639,7679,33825,108249,39133,0,39133,32988,25188,97309,5631,41419,1172,942,1525,40,2400,NA,180,65625,2,202
AL,0164,01,0164,999-008,Citronelle Memorial,201 State Street,Citronelle,36522,,2058667319,3440,1,0,0,1,-1,-1,-1,1.5,19796,2790,0,200,22786,11169,0,11169,8374,3245,22788,0,20372,76,26,65,44,1500,NA,60,21996,NA,157
AL,0165,01,0165,999-009,Grove Hill,108 Dubose Avenue,Grove Hill,36451,,2052758157,1930,1,0,0,0,-1,-1,-1,0.5,6900,2232,0,1497,10629,4091,476,4567,1397,3474,9438,NA,13450,239,0,0,1,1000,NA,NA,11534,0,0
AL,0166,01,0166,999-010,Huntsville-Madison County,915 Monroe Street,Huntsville,35804,,2055325940,236700,1,7,1,22,-1,-1,-1,79.7,2218911,272530,65820,338287,2895548,1448591,247470,1696061,500690,610008,2806759,NA,337905,11929,233,4984,886,3500,NA,155000,1075101,1101,2079
AL,0167,01,0167,999-011,Greene County,Boligee Street and Morrow Avenue,Eutaw,35462,,2053729026,10900,1,0,0,1,-1,-1,-1,1,35053,2657,0,NA,37710,10510,801,11311,4060,2328,17699,NA,14498,209,0,0,48,1250,NA,NA,4580,NA,64
AL,0168,01,0168,999-012,Greenville-Butler County,101 Adams Street,Greenville,36037,,2053823216,22200,1,0,0,1,-1,-1,-1,3.1,41580,20572,11745,12687,86584,26142,4893,31035,42774,21421,95230,5000,24511,291,8,413,59,2000,NA,4192,53733,56,2066
AL,0169,01,0169,999-013,Hale County,P. O. Box 399,Greensboro,36744,,2056243409,3070,1,0,0,0,-1,-1,-1,1,4742,3390,0,17816,25948,13200,0,13200,3705,6132,23037,NA,9052,379,0,114,25,1300,NA,NA,12729,NA,85
AL,0170,01,0170,999-014,Ina Pullen Smallwood Memorial,224 Grant Street,Chickasaw,36671,0449,2054526465,6960,1,0,0,0,-1,-1,-1,2,32355,8048,0,2982,43385,10951,0,10951,19280,3875,34106,0,21068,940,446,197,154,1800,NA,2987,31873,0,15
AL,0171,01,0171,999-015,Jackson,213 College Avenue,Jackson,36545,,2052464962,6010,1,0,0,0,-1,-1,-1,2,36310,6826,0,4000,47136,25030,4765,29795,8420,6840,45055,NA,11000,60,38,206,18,2050,NA,525,24720,35,371
AL,0172,01,0172,999-016,Marion-Perry County,202 Washington Street,Marion,36756,,2056836411,12620,1,0,0,0,-1,-1,-1,1.1,24101,10993,1334,4354,40782,12773,3191,15964,17408,7878,41250,0,13065,228,312,339,34,1800,NA,2802,12419,0,121
AL,0173,01,0173,999-017,Woodville,P. O. Box 94,Woodville,35776,,2057762796,630,1,0,0,0,-1,-1,-1,0.6,14070,1117,0,658,15845,8070,0,8070,4574,3356,16000,0,3158,0,0,0,9,1250,NA,168,13653,2,167
AL,0174,01,0174,999-018,Mose Hudson Tapia,115 South Wintzell Avenue,Bayou La Batre,36509,,2058244213,2200,1,0,0,0,-1,-1,-1,1,21715,2507,1028,NA,25250,5919,905,6824,9671,8097,24592,3000,15741,35,0,40,15,1500,NA,15,22458,NA,60
AL,0175,01,0175,999-019,Scottsboro,1002 South Broad Street,Scottsboro,35768,,2055744335,46440,1,0,0,0,-1,-1,-1,4.5,77200,48907,19029,20237,165373,80300,19796,100096,33339,34383,167818,0,34306,838,315,204,103,2500,NA,2061,90164,69,227
AL,0176,01,0176,999-020,Oneonta,202 3rd Avenue East,Oneonta,35121,,2052747641,36780,1,0,0,0,-1,-1,-1,4.4,55291,32874,0,3991,92156,48833,10137,58970,13159,19650,91779,NA,39527,241,0,32,33,2000,NA,2311,34552,NA,561
AL,0177,01,0177,999-021,Thomasville,1000 Mosley Avenue,Thomasville,36784,,2056365343,4800,1,0,0,0,-1,-1,-1,1,16795,5538,0,3875,26208,7976,0,7976,8394,7933,24303,1900,10590,0,0,170,21,1550,NA,394,18301,0,344
AL,0178,01,0178,999-022,Macon County-Tuskegee,302 South Main Street,Tuskegee,36083,,2057275192,26300,1,1,0,3,-1,-1,-1,6,238000,29614,31231,6735,305580,87496,27061,114557,50610,104824,269991,30000,28653,883,40,137,110,2475,NA,3000,53122,250,150
AL,0179,01,0179,999-023,Moundville,P. O. Box 336,Moundville,35474,,2053712283,1330,1,0,0,2,-1,-1,-1,1,16998,1228,0,1669,19895,9006,1007,10013,1271,2648,13932,0,7777,180,5,12,18,1825,NA,341,4192,3,41
AL,0180,01,0180,999-024,Uniontown,P. O. Box 637,Uniontown,36786,,2056286681,2080,1,0,0,1,-1,-1,-1,0.6,8960,5501,0,0,14461,4461,351,4812,4805,5165,14782,0,10790,320,177,52,15,1200,NA,55,2647,0,125
AL,0181,01,0181,999-025,Prichard,106 Meaher Street,Prichard,36610,,2054524395,38620,1,1,0,0,-1,-1,-1,8,146663,43878,0,3142,193683,39560,19548,59108,25128,45542,129778,NA,57559,721,399,287,92,1800,NA,60618,10642,10,52
AL,0182,01,0182,999-026,Washington County,P. O. Box 1057,Chatom,36518,,2058472097,17200,1,1,1,0,-1,-1,-1,2.6,191423,18875,0,69192,279490,40987,6266,47253,6031,75481,128765,41718,20293,0,659,4,113,2100,NA,2104,29015,0,442
AL,0183,01,0183,999-027,Clarke County Lib. Dev. Board,P. O. Box 128,Grove Hill,36451,,2052753753,14960,1,0,0,0,-1,-1,-1,0.3,NA,16974,0,0,16974,2561,0,2561,4695,7103,14359,0,2648,0,0,0,0,600,NA,NA,4218,0,0
AL,0184,01,0184,999-030,Evergreen-Conecuh,201 Park Street,Evergreen,36401,,2055782670,15000,1,0,0,1,-1,-1,-1,4.5,76430,17521,0,9804,103755,46129,11002,57131,18975,19286,95392,NA,32202,853,267,282,111,2200,NA,2267,24977,8,199
AL,0185,01,0185,999-031,Carbon Hill,P. O. Box 116,Carbon Hill,35549,,2059244254,NA,1,0,0,0,-1,-1,-1,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,-1,NA,NA,NA,NA,NA
AL,0186,01,0186,999-032,Mobile,701 Government Street,Mobile,36602,,2054347073,337980,1,5,1,3,-1,-1,-1,97,3418599,368907,32234,396071,4215811,1771289,505824,2277113,603281,869968,3750362,273586,380930,14470,88,6018,792,3300,NA,227455,1125057,11711,12941
AL,0187,01,0187,999-036,Montgomery City-County,P. O. Box 250177,Montgomery,36125,0177,2052847920,214800,1,13,0,0,-1,-1,-1,45,1408619,243468,22912,68890,1743889,650462,160620,811082,311694,250504,1373280,100000,286763,5497,1049,526,281,3550,NA,10090,380703,120,519
AL,0188,01,0188,999-037,White Hall,756 White Hall Road,Hayneville,36040,,2058725703,750,1,0,0,0,-1,-1,-1,0.5,150,0,0,136,286,0,0,0,0,253,253,0,1726,12,0,0,5,1000,NA,20,4113,0,149
AL,0205,01,0205,999-038,Perry County Development,P. O. Box 450,Uniontown,36786,,2056286681,NA,1,0,0,0,-1,-1,-1,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,-1,NA,NA,NA,NA,NA
AL,0189,01,0189,999-040,Stevenson,104 West Main Street,Stevenson,35772,,2054379235,2630,1,0,0,0,-1,-1,-1,1.1,31846,6378,0,4253,42477,11926,0,11926,12291,10420,34637,NA,6282,13,0,6,37,1600,NA,141,14566,6,19
AL,0190,01,0190,999-041,Killen,Rt 2 Box 542,Killen,35645,,2057575324,1020,1,0,0,0,-1,-1,-1,0.5,15366,0,0,200,15566,5520,422,5942,NA,3475,9417,5950,7000,NA,0,0,1,1200,NA,75,7000,NA,7
AL,0191,01,0191,999-042,Lexington,P. O. Box 459,Lexington,35648,,,970,1,0,0,0,-1,-1,-1,2,10913,0,0,1366,12279,2427,180,2607,2810,2654,8071,NA,9697,0,0,0,16,1350,NA,NA,6955,NA,NA
AL,0192,01,0192,999-043,Autauga-Prattville,254 Doster Street,Prattville,36067,,2053653396,35700,1,3,0,8,-1,-1,-1,10.2,191182,41124,0,26553,258859,131756,28262,160018,49398,53082,262498,NA,73131,976,433,58,120,3000,NA,4433,96823,19,615
AL,0193,01,0193,999-044,Fayette County Memorial,"326 Temple Avenue, N",Fayette,35555,,2059326625,18500,1,0,0,0,-1,-1,-1,2.5,32859,21475,0,3489,57823,26851,0,26851,17864,13451,58166,1718,27985,97,25,310,42,2100,NA,1008,21921,0,248
AL,0194,01,0194,999-045,Phenix City-Russell County,500 14th Street,Phenix City,36867,,2052971139,50200,1,0,0,1,-1,-1,-1,5.6,71941,55045,0,5929,132915,59123,4654,63777,50560,16770,131107,0,73151,918,633,665,83,2200,NA,1947,46098,2,23
AL,0195,01,0195,999-046,Selma-Dallas County,1103 Selma Avenue,Selma,36701,,2058753536,52400,1,1,1,0,-1,-1,-1,8,220342,45951,21161,19563,307017,126220,35030,161250,53705,78824,293779,0,55789,1270,73,227,143,2600,NA,18250,70139,0,395
AL,0196,01,0196,999-047,Tuscaloosa,1801 River Road,Tuscaloosa,35401,,2053455820,145400,1,2,1,2,-1,-1,-1,19,389000,163225,10943,98438,661606,335040,85333,420373,57595,135646,613614,NA,162864,5388,768,329,175,3200,NA,14919,297566,NA,231
AL,0197,01,0197,999-048,Wilcox,Old Courthouse Building,Camden,36726,,2056824355,14000,1,2,0,1,-1,-1,-1,2.8,44510,15824,0,87496,147830,31585,3129,34714,12336,14127,61177,5312,31536,18,0,13,74,2750,NA,1697,14117,0,513
AL,0198,01,0198,999-049,Monroe County,226 Pineville Road,Monroeville,36460,,2057433818,23100,1,0,0,0,-1,-1,-1,3.5,47008,25318,0,14404,86730,38394,21831,60225,21257,22577,104059,0,15834,406,51,15,92,2350,NA,2829,34394,17,1341
AL,0200,01,0200,999-052,H. Grady Bradshaw Chambers,3419 20th Avenue,Valley,36854,,2057682161,39700,1,1,0,1,-1,-1,-1,6.5,101274,45976,87,59888,207225,97145,12072,109217,43708,43688,196613,23089,51840,1148,278,17,125,2750,NA,2124,73041,23,342
AL,0206,01,0206,999-053,Hayneville,P. O. Box 1000,Hayneville,36040,,,760,1,0,0,0,-1,-1,-1,1,6800,0,0,8563,15363,8000,0,8000,2555,2816,13371,5400,2500,16,16,1,12,1100,NA,10,640,NA,NA
AK,0082,02,0082,20,AKIAK SCHOOL COMMUNITY LIBRARY,BOX 52227,AKIAK,99552,,7657215,259,1,0,0,0,0,0,0.25,0.25,2000,7000,3629,0,12629,4332,0,4332,6214,872,11418,0,7159,0,0,170,64,1554,0,1,6323,0,0
